Site,Date,Na_ion,K_ion,Mg_ion,Ca_ion,SO4_ion,NH4_ion,NO3_ion,Cl_ion,OC,EC,PM2.5_Mass_Concentration,Al,Fe,Na,Mg,K,Ca,Sr,Ba,Ti,Mn,Co,Ni,Cu,Zn,Mo,Cd,Sn,Sb,Tl,Pb,V,Cr,As,Y,Se,Zr,Ge,Rb,Cs,Ga,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,U
忠明,07-Feb-18,0.16,0.33,0.01,0.04,5.06,3.44,4.64,0.60,6.58,1.80,30,0.115621,0.354783,0.198176,0.039265,0.414844,0.104017,0.000971,0.006352,0.017343,0.038902,0.000215,0.004792,0.014913,0.104097,0.001394,0.000560,0.004226,0.001990,0.000195,0.026307,0.002483,0.007810,0.001801,0.000031,0.001115,0.002176,0.000414,0.001065,0.000096,0.000554,0.000124,0.000172,0.000008,0.000057,0.000006,0.000002,0.000008,0.000001,0.000005,0.000001,0.000003,0.000001,0.000005,0.000000,0.007493,0.000014
板橋,07-Feb-18,0.17,0.17,0.01,0.04,5.53,2.76,1.99,0.37,3.08,0.67,20,0.055074,0.105164,0.164902,0.029320,0.170919,0.040334,0.000459,0.003165,0.004236,0.005166,0.000053,0.001312,0.003149,0.034187,0.000369,0.000289,0.001900,0.000653,0.000124,0.010195,0.003089,0.004355,0.000615,0.000015,0.000738,0.000396,0.000095,0.000492,0.000050,0.000284,0.000062,0.000087,0.000005,0.000032,0.000003,0.000001,0.000005,0.000000,0.000002,0.000001,0.000001,0.000000,0.000002,0.000000,0.000151,0.000009
花蓮,01-Feb-18,0.27,0.21,0.01,0.01,1.64,0.90,0.90,0.40,2.00,0.41,9,0.026982,0.027091,0.153222,0.019312,0.074434,0.053099,0.000208,0.000108,0.000913,0.001362,0.000149,0.001269,0.001176,0.004624,0.000192,0.000038,0.000522,0.000111,0.000036,0.001486,0.000819,0.015604,0.000265,0.000001,0.000327,0.000107,0.000098,0.000095,0.000010,0.000020,0.000007,0.000010,0.000000,0.000004,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000001
小港,01-Feb-18,0.27,0.29,0.01,0.05,4.66,4.79,13.46,1.35,7.42,1.86,46,0.089165,0.261866,0.244428,0.039106,0.237270,0.111426,0.000852,0.004158,0.009212,0.024786,0.000567,0.009615,0.012391,0.100800,0.004022,0.000939,0.020974,0.001627,0.000168,0.024119,0.006036,0.012463,0.001224,0.000037,0.001566,0.000557,0.000261,0.000865,0.000076,0.000411,0.000123,0.000130,0.000007,0.000047,0.000004,0.000001,0.000008,0.000001,0.000002,0.000001,0.000002,0.000000,0.000003,0.000000,0.000526,0.000010
嘉義,01-Feb-18,0.23,0.31,0.01,0.03,4.92,5.53,10.28,1.38,5.57,1.40,37,0.084366,0.251527,0.289539,0.044386,0.365706,0.093064,0.001161,0.044351,0.008655,0.020934,0.000359,0.009003,0.010760,0.076522,0.001377,0.000490,0.004413,0.001648,0.000216,0.024257,0.003011,0.013516,0.001425,0.000033,0.001317,0.000569,0.000255,0.001046,0.000090,0.002104,0.000199,0.000143,0.000007,0.000050,0.000011,0.000005,0.000007,0.000001,0.000003,0.000001,0.000003,0.000000,0.000003,0.000000,0.000797,0.000011
斗六,01-Feb-18,0.17,0.26,0.01,0.03,4.31,3.65,8.48,1.11,5.06,0.87,33,0.043206,0.137273,0.112074,0.016171,0.117249,0.049504,0.000297,0.001614,0.005538,0.011417,0.000168,0.003865,0.005835,0.032957,0.001010,0.000268,0.002228,0.000933,0.000126,0.012529,0.003341,0.007280,0.000889,0.000015,0.001360,0.000249,0.000284,0.000517,0.000053,0.000235,0.000070,0.000065,0.000003,0.000023,0.000001,0.000000,0.000003,0.000000,0.000001,0.000000,0.000002,0.000000,0.000002,0.000000,0.000858,0.000007
忠明,01-Feb-18,0.19,0.27,0.01,0.02,4.76,2.93,5.06,0.69,3.98,0.83,24,0.037301,0.163883,0.158334,0.018977,0.167271,0.040866,0.000388,0.003116,0.006514,0.019479,0.000251,0.003681,0.007497,0.056013,0.001161,0.000356,0.003034,0.001187,0.000170,0.017437,0.003092,0.007780,0.000986,0.000025,0.001501,0.000907,0.000290,0.000636,0.000075,0.000340,0.000074,0.000073,0.000003,0.000023,0.000001,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000002,0.000000,0.002665,0.000009
板橋,01-Feb-18,0.25,0.29,0.01,0.04,6.30,3.57,6.04,1.35,5.06,1.10,33,0.065358,0.209048,0.215760,0.044195,0.304151,0.082331,0.000695,0.002423,0.007420,0.017264,0.000200,0.003804,0.008893,0.055894,0.001435,0.000739,0.003651,0.001632,0.000279,0.024711,0.003938,0.005524,0.002122,0.000018,0.001495,0.000255,0.000233,0.001011,0.000110,0.000434,0.000106,0.000135,0.000007,0.000047,0.000004,0.000001,0.000006,0.000000,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000148,0.000013
花蓮,26-Jan-18,0.22,0.17,0.01,0.01,0.21,0.05,0.20,0.29,1.05,0.08,3,0.003959,0.015146,0.077988,0.012447,0.002385,0.012612,0.000121,0.001301,0.000720,0.000061,0.000003,0.000077,0.000394,0.001950,0.000024,0.000002,0.000027,0.000126,0.000002,0.000084,0.000258,0.001132,0.000012,0.000001,0.000267,0.000108,0.000002,0.000009,0.000000,0.000047,0.000003,0.000007,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000
小港,26-Jan-18,0.46,0.23,0.04,0.07,4.04,3.47,8.81,1.12,7.43,1.63,33,0.181676,0.214261,0.326298,0.073260,0.166771,0.119541,0.000902,0.008611,0.015232,0.013307,0.000356,0.005473,0.007777,0.056338,0.002613,0.000220,0.002513,0.000844,0.000050,0.011688,0.005270,0.013096,0.000391,0.000042,0.001139,0.000817,0.000143,0.000627,0.000045,0.000430,0.000119,0.000171,0.000011,0.000072,0.000009,0.000003,0.000012,0.000001,0.000006,0.000001,0.000003,0.000000,0.000003,0.000000,0.000568,0.000009
嘉義,26-Jan-18,0.41,0.27,0.01,0.03,2.52,2.01,4.06,0.99,2.83,0.51,20,0.169731,0.106055,0.240517,0.049445,0.153019,0.059325,0.000647,0.013293,0.008272,0.005966,0.000081,0.001673,0.004823,0.034433,0.000280,0.000245,0.003977,0.000693,0.000032,0.019006,0.002332,0.003466,0.000140,0.000025,0.000983,0.000621,0.000071,0.000556,0.000025,0.000576,0.000070,0.000096,0.000007,0.000037,0.000006,0.000002,0.000007,0.000001,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000340,0.000004
斗六,26-Jan-18,0.33,0.16,0.01,0.02,2.30,1.64,3.08,0.52,4.57,0.80,16,0.065659,0.060354,0.161765,0.025191,0.086361,0.012587,0.000266,0.001625,0.007028,0.002853,0.000049,0.001305,0.003111,0.014141,0.000243,0.000110,0.001821,0.000369,0.000014,0.003017,0.002090,0.003948,0.000058,0.000015,0.000868,0.000350,0.000075,0.000183,0.000011,0.000089,0.000037,0.000052,0.000003,0.000023,0.000003,0.000000,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000323,0.000002
忠明,26-Jan-18,0.21,0.11,0.01,0.01,1.87,1.11,1.35,0.40,1.62,0.55,10,0.028390,0.048823,0.163862,0.028490,0.055879,0.110769,0.000328,0.001475,0.002457,0.005176,0.000037,0.000964,0.003776,0.026441,0.000345,0.000118,0.001875,0.000694,0.000012,0.002309,0.001572,0.003303,0.000012,0.000009,0.000772,0.000482,0.000028,0.000122,0.000005,0.000072,0.000027,0.000027,0.000001,0.000010,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000379,0.000002
板橋,26-Jan-18,0.12,0.10,0.01,0.01,0.83,0.23,0.28,0.14,1.59,0.30,4,0.012221,0.034993,0.087120,0.007840,0.055514,0.012563,0.000081,0.002034,0.000708,0.000625,0.000003,0.000459,0.001178,0.001942,0.000106,0.000011,0.000163,0.000046,0.000002,0.000515,0.001547,0.001128,0.000012,0.000001,0.000186,0.000499,0.000002,0.000028,0.000000,0.000077,0.000004,0.000008,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000125,0.000000
花蓮,20-Jan-18,0.12,0.23,0.01,0.01,2.04,1.06,1.19,0.20,2.27,0.51,10,0.017365,0.017284,0.085667,0.012650,0.086016,0.025990,0.000390,0.000574,0.003640,0.001068,0.000073,0.000666,0.001237,0.010400,0.000071,0.000139,0.000523,0.000381,0.000426,0.005326,0.002006,0.001128,0.000303,0.000005,0.000503,0.000107,0.000002,0.000226,0.000052,0.000017,0.000024,0.000032,0.000001,0.000011,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000024,0.000002
小港,20-Jan-18,0.41,0.32,0.04,0.09,10.52,8.92,16.03,2.09,7.92,1.67,62,0.192712,0.377033,0.603896,0.143970,0.406725,0.142964,0.001792,0.008331,0.014592,0.033746,0.000444,0.019407,0.015499,0.246210,0.004288,0.000811,0.006592,0.002128,0.000246,0.036230,0.029339,0.016447,0.002368,0.000078,0.002801,0.001401,0.000270,0.001176,0.000109,0.000606,0.000292,0.000277,0.000017,0.000107,0.000014,0.000003,0.000017,0.000002,0.000009,0.000002,0.000005,0.000001,0.000006,0.000001,0.000790,0.000015
嘉義,20-Jan-18,0.47,0.43,0.08,0.09,10.87,9.25,16.86,2.70,9.36,1.65,66,0.124792,0.220400,0.482088,0.100725,0.468256,0.057177,0.000913,0.009536,0.009566,0.019815,0.000301,0.006668,0.013438,0.103518,0.001008,0.000840,0.005476,0.002576,0.000298,0.043084,0.008661,0.006121,0.003017,0.000042,0.002542,0.000641,0.000195,0.001291,0.000126,0.000621,0.000106,0.000121,0.000007,0.000045,0.000007,0.000002,0.000006,0.000001,0.000004,0.000001,0.000002,0.000000,0.000002,0.000000,0.000385,0.000016
斗六,20-Jan-18,0.33,0.36,0.04,0.07,9.63,8.11,13.46,1.79,7.16,1.54,59,0.105670,0.158452,0.303170,0.067741,0.324009,0.056486,0.000937,0.003411,0.007619,0.014007,0.000171,0.004859,0.012787,0.097784,0.000807,0.000741,0.004830,0.001857,0.000236,0.031684,0.007130,0.003959,0.002212,0.000050,0.002317,0.000308,0.000170,0.001005,0.000099,0.000313,0.000112,0.000128,0.000008,0.000049,0.000007,0.000001,0.000007,0.000000,0.000004,0.000001,0.000003,0.000000,0.000002,0.000000,0.000284,0.000011
忠明,20-Jan-18,0.29,0.33,0.08,0.07,9.87,6.92,8.91,1.24,6.37,1.35,47,0.107195,0.192605,0.336790,0.066795,0.336721,0.065158,0.001151,0.005001,0.010408,0.016383,0.000363,0.004715,0.014472,0.077215,0.000900,0.000816,0.007476,0.002296,0.000270,0.024404,0.009039,0.005069,0.002870,0.000049,0.002591,0.000980,0.000279,0.001106,0.000103,0.000426,0.000127,0.000159,0.000009,0.000057,0.000007,0.000001,0.000008,0.000001,0.000004,0.000001,0.000002,0.000000,0.000003,0.000000,0.002148,0.000014
板橋,20-Jan-18,0.15,0.23,0.01,0.03,6.76,2.49,1.18,0.35,3.29,0.81,21,0.060035,0.084703,0.133065,0.026208,0.105465,0.030032,0.000361,0.001488,0.003706,0.004686,0.000053,0.002428,0.004016,0.016726,0.000257,0.000293,0.002356,0.000601,0.000117,0.008911,0.007804,0.004053,0.001067,0.000011,0.001226,0.000107,0.000073,0.000459,0.000048,0.000154,0.000063,0.000080,0.000004,0.000027,0.000003,0.000001,0.000004,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000024,0.000006
花蓮,14-Jan-18,0.11,0.17,0.01,0.01,1.31,0.48,0.27,0.04,1.60,0.51,6,0.056099,0.020003,0.113648,0.020197,0.062106,0.053580,0.000332,0.001761,0.002139,0.000611,0.000122,0.000796,0.000392,0.010274,0.000109,0.000049,0.000353,0.000251,0.000031,0.001295,0.002343,0.006533,0.000283,0.000007,0.000200,0.000107,0.000031,0.000099,0.000008,0.000078,0.000022,0.000031,0.000001,0.000012,0.000001,0.000001,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000069,0.000001
小港,14-Jan-18,0.21,0.28,0.06,0.04,4.04,3.07,6.39,0.64,7.30,1.49,31,0.071072,0.102194,0.201527,0.025420,0.131218,0.032590,0.000585,0.001918,0.005715,0.007876,0.000146,0.002868,0.004699,0.039185,0.001410,0.000336,0.003236,0.001055,0.000084,0.010926,0.004742,0.007019,0.000672,0.000015,0.001046,0.000466,0.000121,0.000358,0.000039,0.000156,0.000055,0.000097,0.000004,0.000031,0.000004,0.000001,0.000005,0.000001,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000458,0.000010
嘉義,14-Jan-18,0.24,0.30,0.02,0.04,3.22,2.92,6.36,0.85,7.10,1.33,28,0.085043,0.109294,0.178205,0.028592,0.168130,0.034089,0.000518,0.002360,0.005864,0.006739,0.000145,0.003644,0.005350,0.035495,0.000765,0.000360,0.001978,0.001416,0.000107,0.017119,0.003673,0.005164,0.000661,0.000020,0.000918,0.000630,0.000096,0.000440,0.000038,0.000162,0.000061,0.000107,0.000005,0.000037,0.000004,0.000001,0.000005,0.000001,0.000002,0.000001,0.000001,0.000000,0.000002,0.000000,0.000452,0.000005
斗六,14-Jan-18,0.22,0.32,0.01,0.03,2.82,2.48,4.52,0.89,6.92,0.91,26,0.088273,0.108455,0.199799,0.028643,0.182217,0.036258,0.000521,0.002826,0.005290,0.006026,0.000098,0.002278,0.005245,0.033478,0.000927,0.000454,0.002629,0.001482,0.000090,0.016163,0.003122,0.001121,0.000645,0.000024,0.000541,0.000593,0.000071,0.000437,0.000037,0.000169,0.000064,0.000100,0.000005,0.000037,0.000005,0.000001,0.000006,0.000001,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000476,0.000005
忠明,14-Jan-18,0.22,0.24,0.01,0.01,2.00,1.47,2.36,0.69,6.53,1.46,19,0.015705,0.045897,0.087305,0.008835,0.115956,0.012518,0.000302,0.001998,0.002167,0.004697,0.000036,0.000769,0.003617,0.013510,0.000371,0.000178,0.001687,0.001452,0.000024,0.006268,0.001568,0.003299,0.000259,0.000006,0.000259,0.000559,0.000125,0.000170,0.000009,0.000109,0.000020,0.000042,0.000001,0.000013,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000934,0.000002
板橋,14-Jan-18,0.14,0.11,0.01,0.01,1.06,0.39,0.46,0.12,2.17,0.65,6,0.010461,0.009568,0.066036,0.005481,0.035304,0.012509,0.000072,0.001058,0.000254,0.000507,0.000007,0.000178,0.000391,0.004691,0.000131,0.000017,0.000217,0.000189,0.000002,0.000475,0.001756,0.001123,0.000033,0.000001,0.000134,0.000280,0.000007,0.000035,0.000001,0.000048,0.000008,0.000016,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000123,0.000000
花蓮,08-Jan-18,0.11,0.03,0.01,0.01,0.36,0.15,0.52,0.09,1.77,0.43,5,0.019828,0.021222,0.108484,0.029005,0.038533,0.097399,0.000326,0.000807,0.002124,0.001576,0.000409,0.000746,0.000398,0.005880,0.000117,0.000041,0.000186,0.000172,0.000021,0.001579,0.000736,0.002326,0.000176,0.000003,0.000234,0.000109,0.000002,0.000090,0.000004,0.000040,0.000036,0.000034,0.000001,0.000010,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000001
小港,08-Jan-18,0.16,0.06,0.05,0.01,2.08,1.49,3.08,0.39,3.55,0.97,14,0.027943,0.077244,0.083928,0.015346,0.041527,0.079413,0.000570,0.000999,0.002511,0.006759,0.000099,0.002914,0.002382,0.027031,0.001215,0.000201,0.000945,0.000455,0.000023,0.005695,0.011884,0.008333,0.000164,0.000006,0.000809,0.000109,0.000058,0.000106,0.000018,0.000064,0.000032,0.000035,0.000002,0.000011,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000025,0.000002
嘉義,08-Jan-18,0.08,0.07,0.04,0.01,1.23,1.52,4.75,0.30,3.65,1.16,17,0.020096,0.077042,0.080551,0.006211,0.076808,0.012759,0.000447,0.013876,0.001429,0.004589,0.000083,0.001581,0.002998,0.024920,0.001613,0.000087,0.000861,0.000464,0.000012,0.008206,0.001173,0.002437,0.000607,0.000006,0.000206,0.000109,0.000030,0.000236,0.000009,0.000535,0.000031,0.000054,0.000002,0.000016,0.000003,0.000002,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000025,0.000002
斗六,08-Jan-18,0.07,0.07,0.02,0.01,1.47,1.63,4.61,0.40,3.39,0.74,18,0.007857,0.055424,0.048172,0.001700,0.055836,0.030913,0.000179,0.002870,0.000556,0.002413,0.000083,0.007583,0.002201,0.013455,0.001032,0.000057,0.000735,0.000272,0.000007,0.003318,0.002083,0.005631,0.000455,0.000003,0.000430,0.000108,0.000027,0.000122,0.000005,0.000120,0.000024,0.000027,0.000000,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000
忠明,08-Jan-18,0.07,0.04,0.01,0.01,2.54,2.42,3.67,0.66,3.85,1.77,18,0.031763,0.204297,0.111272,0.015142,0.071892,0.063972,0.000435,0.005805,0.007908,0.018520,0.000152,0.002888,0.007848,0.036753,0.004745,0.000222,0.002275,0.004134,0.000019,0.007917,0.004514,0.003469,0.000571,0.000012,0.000262,0.000520,0.000105,0.000228,0.000013,0.000273,0.000065,0.000094,0.000002,0.000026,0.000002,0.000001,0.000004,0.000001,0.000001,0.000001,0.000001,0.000000,0.000001,0.000000,0.000169,0.000003
板橋,08-Jan-18,0.04,0.01,0.01,0.01,0.27,0.16,0.51,0.06,4.15,1.05,8,0.004726,0.050932,0.028771,0.004254,0.019111,0.031696,0.000044,0.012756,0.001472,0.002452,0.000026,0.009448,0.002148,0.004900,0.000470,0.000043,0.000372,0.000192,0.000004,0.001472,0.000438,0.002845,0.000031,0.000003,0.000169,0.000271,0.000005,0.000048,0.000003,0.000466,0.000024,0.000042,0.000000,0.000010,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000001
花蓮,02-Jan-18,0.18,0.10,0.01,0.01,3.16,1.25,0.57,0.39,2.11,0.48,12,0.030392,0.026524,0.123653,0.022725,0.032921,0.012749,0.000218,0.000410,0.002586,0.001490,0.000028,0.000813,0.000862,0.004419,0.000159,0.000068,0.000174,0.000233,0.000053,0.003103,0.002053,0.003692,0.000557,0.000008,0.000328,0.000109,0.000027,0.000177,0.000015,0.000049,0.000029,0.000036,0.000002,0.000014,0.000002,0.000000,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000025,0.000002
小港,02-Jan-18,0.64,0.29,0.16,0.08,9.31,6.27,10.46,1.90,7.27,1.98,49,0.229484,0.300371,0.762258,0.182602,0.504013,0.155267,0.002263,0.005700,0.017169,0.023784,0.000399,0.012362,0.011128,0.098111,0.002602,0.000826,0.010145,0.002369,0.000189,0.025868,0.024931,0.012970,0.002202,0.000065,0.002056,0.000504,0.000183,0.001369,0.000129,0.000490,0.000523,0.000273,0.000018,0.000105,0.000016,0.000003,0.000019,0.000003,0.000009,0.000003,0.000006,0.000000,0.000006,0.000001,0.000055,0.000020
嘉義,02-Jan-18,0.63,0.41,0.17,0.04,5.68,5.53,8.92,2.45,8.70,1.39,43,0.261824,0.319556,0.824085,0.218550,0.868068,0.229053,0.003083,0.029515,0.018937,0.016972,0.000252,0.006526,0.012365,0.079393,0.001046,0.000880,0.007332,0.003169,0.000218,0.030754,0.009748,0.003967,0.001974,0.000086,0.001799,0.000729,0.000146,0.001683,0.000120,0.001294,0.000343,0.000366,0.000024,0.000145,0.000024,0.000006,0.000026,0.000004,0.000014,0.000005,0.000010,0.000000,0.000010,0.000001,0.000080,0.000018
斗六,02-Jan-18,0.52,0.38,0.07,0.04,6.37,5.01,9.12,2.35,9.31,1.82,43,0.144990,0.170191,0.500633,0.100577,0.531149,0.045090,0.001151,0.002924,0.008765,0.010935,0.000174,0.004451,0.010287,0.074114,0.000752,0.000756,0.003669,0.002300,0.000164,0.018079,0.008092,0.003656,0.001550,0.000026,0.001446,0.000284,0.000148,0.001098,0.000090,0.000284,0.000103,0.000122,0.000008,0.000045,0.000006,0.000001,0.000008,0.000001,0.000004,0.000001,0.000003,0.000000,0.000003,0.000000,0.000024,0.000012
忠明,02-Jan-18,0.43,0.25,0.11,0.03,5.63,3.54,5.43,1.45,9.11,2.28,34,0.103282,0.257153,0.475385,0.098267,0.350280,0.065295,0.001649,0.004530,0.009066,0.016012,0.000157,0.003949,0.015827,0.057852,0.000932,0.000618,0.004595,0.002434,0.000102,0.019309,0.004886,0.006048,0.001292,0.000030,0.001009,0.000820,0.000354,0.000845,0.000065,0.000349,0.000127,0.000174,0.000009,0.000064,0.000007,0.000002,0.000011,0.000001,0.000004,0.000002,0.000003,0.000000,0.000004,0.000000,0.000251,0.000010
板橋,02-Jan-18,0.25,0.04,0.11,0.01,3.74,1.22,0.54,0.25,2.03,0.40,12,0.046306,0.110127,0.227937,0.043764,0.095263,0.065308,0.000585,0.002761,0.007032,0.004080,0.000077,0.000670,0.009357,0.012132,0.000320,0.000111,0.000592,0.000410,0.000046,0.004269,0.002549,0.002363,0.000705,0.000018,0.000456,0.000109,0.000042,0.000324,0.000031,0.000160,0.000047,0.000072,0.000005,0.000030,0.000004,0.000001,0.000007,0.000001,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000025,0.000005
花蓮,21-Dec-17,0.29,0.08,0.01,0.02,5.04,1.76,0.91,0.29,2.58,0.50,14,0.090434,0.070983,0.291012,0.067089,0.138857,0.108273,0.000742,0.000949,0.004540,0.004810,0.000060,0.001630,0.001886,0.024617,0.000268,0.000120,0.000428,0.000337,0.000162,0.006991,0.003328,0.001131,0.000746,0.000023,0.000837,0.000108,0.000057,0.000438,0.000037,0.000143,0.000053,0.000084,0.000005,0.000032,0.000004,0.000001,0.000004,0.000001,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000085,0.000006
小港,21-Dec-17,0.40,0.17,0.02,0.06,6.25,3.79,6.82,0.93,7.23,1.48,33,0.259931,0.326899,0.483180,0.094906,0.417667,0.150057,0.001475,0.008173,0.019025,0.019028,0.000454,0.007641,0.009031,0.093387,0.003190,0.000328,0.003045,0.001493,0.000151,0.017924,0.012409,0.010917,0.001357,0.000075,0.002078,0.000826,0.000178,0.001016,0.000107,0.000550,0.000195,0.000229,0.000015,0.000091,0.000014,0.000004,0.000014,0.000002,0.000008,0.000002,0.000005,0.000001,0.000007,0.000001,0.000479,0.000012
嘉義,21-Dec-17,0.30,0.35,0.01,0.05,4.16,3.19,4.88,1.00,7.10,1.05,29,0.198717,0.237022,0.451909,0.079449,0.916776,0.144889,0.001428,0.018135,0.012478,0.016554,0.000242,0.005136,0.009681,0.068171,0.000656,0.000760,0.010287,0.001474,0.000145,0.029349,0.003921,0.003206,0.001109,0.000064,0.001438,0.000930,0.000151,0.001320,0.000066,0.000992,0.000146,0.000184,0.000013,0.000081,0.000011,0.000003,0.000013,0.000001,0.000006,0.000001,0.000005,0.000001,0.000005,0.000001,0.000901,0.000010
斗六,21-Dec-17,0.28,0.36,0.01,0.05,3.98,3.16,4.51,0.92,8.84,1.13,29,0.202698,0.233070,0.286447,0.062600,0.611654,0.121593,0.001028,0.003757,0.009657,0.014458,0.000362,0.005869,0.008755,0.060832,0.000652,0.000359,0.002466,0.001449,0.000133,0.014972,0.003539,0.004092,0.000988,0.000065,0.001132,0.000914,0.000129,0.000967,0.000058,0.000338,0.000132,0.000156,0.000012,0.000071,0.000011,0.000003,0.000015,0.000002,0.000008,0.000002,0.000004,0.000001,0.000005,0.000000,0.001099,0.000009
忠明,21-Dec-17,0.22,0.23,0.02,0.03,3.74,1.41,1.50,0.24,5.05,0.99,17,0.133534,0.219403,0.227683,0.052135,0.224269,0.105826,0.000847,0.003908,0.010910,0.016650,0.000194,0.003238,0.008245,0.047802,0.000639,0.000505,0.002796,0.003853,0.000131,0.014898,0.003480,0.003885,0.000981,0.000038,0.000930,0.001111,0.000160,0.000657,0.000054,0.000335,0.000082,0.000122,0.000008,0.000047,0.000005,0.000002,0.000008,0.000001,0.000004,0.000001,0.000003,0.000000,0.000004,0.000000,0.002475,0.000008
板橋,21-Dec-17,0.16,0.06,0.01,0.02,4.53,1.86,0.99,0.13,3.83,0.62,16,0.049785,0.079572,0.277934,0.023505,0.380790,0.069555,0.000348,0.001117,0.002915,0.005791,0.000086,0.002015,0.003996,0.027750,0.000290,0.000110,0.000524,0.000332,0.000090,0.005894,0.003417,0.001126,0.000550,0.000018,0.000827,0.000107,0.000082,0.000523,0.000032,0.000138,0.000042,0.000060,0.000004,0.000022,0.000003,0.000001,0.000004,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000057,0.000005
花蓮,18-Dec-17,0.15,0.02,0.01,0.01,0.43,0.30,0.35,0.23,1.06,0.14,4,0.022105,0.034950,0.129251,0.026774,0.082692,0.066577,0.000321,0.001430,0.001290,0.001046,0.000156,0.000729,0.000881,0.006218,0.000103,0.000036,0.000205,0.000211,0.000092,0.000812,0.000320,0.001131,0.000012,0.000008,0.000172,0.000436,0.000007,0.000102,0.000006,0.000071,0.000026,0.000040,0.000002,0.000014,0.000002,0.000000,0.000003,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000168,0.000001
